mode,n_ops,repeat,total_ms,avg_ms_per_op,tps,threads,mean_ms,stddev_ms,min_ms,max_ms,iqr_ms,k_value
FULL_HYBRID,10000,29,36593.308,3.659331,273.27,1,,,,,,
FULL_HYBRID,10000,30,36590.085,3.659009,273.30,1,,,,,,
FULL_HYBRID,10000,-1,36532.283,3.653228,273.73,1,36519.430,137.402,36306.433,36815.827,222.316,
FULL_HYBRID,50000,1,186476.786,3.729536,268.13,1,,,,,,
FULL_HYBRID,50000,2,184029.819,3.680596,271.70,1,,,,,,
FULL_HYBRID,50000,3,184539.751,3.690795,270.94,1,,,,,,
FULL_HYBRID,50000,4,184657.277,3.693146,270.77,1,,,,,,
FULL_HYBRID,50000,5,184118.557,3.682371,271.56,1,,,,,,
FULL_HYBRID,50000,6,184259.435,3.685189,271.36,1,,,,,,
FULL_HYBRID,50000,7,186142.785,3.722856,268.61,1,,,,,,
FULL_HYBRID,50000,8,185574.794,3.711496,269.43,1,,,,,,
FULL_HYBRID,50000,9,184334.062,3.686681,271.25,1,,,,,,
FULL_HYBRID,50000,10,184044.025,3.680880,271.67,1,,,,,,
FULL_HYBRID,50000,11,188791.709,3.775834,264.84,1,,,,,,
FULL_HYBRID,50000,12,185698.548,3.713971,269.25,1,,,,,,
FULL_HYBRID,50000,13,185185.255,3.703705,270.00,1,,,,,,
FULL_HYBRID,50000,14,187414.422,3.748288,266.79,1,,,,,,
FULL_HYBRID,50000,15,187381.292,3.747626,266.84,1,,,,,,
FULL_HYBRID,50000,16,185339.463,3.706789,269.78,1,,,,,,
FULL_HYBRID,50000,17,185752.067,3.715041,269.18,1,,,,,,
FULL_HYBRID,50000,18,185948.904,3.718978,268.89,1,,,,,,
FULL_HYBRID,50000,19,185984.688,3.719694,268.84,1,,,,,,
FULL_HYBRID,50000,20,186450.232,3.729005,268.17,1,,,,,,
FULL_HYBRID,50000,21,190000.072,3.800001,263.16,1,,,,,,
FULL_HYBRID,50000,22,187954.088,3.759082,266.02,1,,,,,,
FULL_HYBRID,50000,23,189628.304,3.792566,263.67,1,,,,,,
FULL_HYBRID,50000,24,187860.609,3.757212,266.15,1,,,,,,
FULL_HYBRID,50000,25,189261.059,3.785221,264.19,1,,,,,,
FULL_HYBRID,50000,26,187996.518,3.759930,265.96,1,,,,,,
FULL_HYBRID,50000,27,188021.328,3.760427,265.93,1,,,,,,
FULL_HYBRID,50000,28,187450.355,3.749007,266.74,1,,,,,,
FULL_HYBRID,50000,29,187572.577,3.751452,266.56,1,,,,,,
FULL_HYBRID,50000,30,188122.208,3.762444,265.78,1,,,,,,
FULL_HYBRID,50000,-1,186296.509,3.725930,268.39,1,186533.033,1764.444,184029.819,190000.072,2706.911,
FULL_HYBRID,100000,1,371383.499,3.713835,269.26,1,,,,,,
FULL_HYBRID,100000,2,372154.324,3.721543,268.71,1,,,,,,
FULL_HYBRID,100000,3,372166.467,3.721665,268.70,1,,,,,,
FULL_HYBRID,100000,4,371329.933,3.713299,269.30,1,,,,,,
FULL_HYBRID,100000,5,372623.263,3.726233,268.37,1,,,,,,
FULL_HYBRID,100000,6,422654.904,4.226549,236.60,1,,,,,,
FULL_HYBRID,100000,7,367967.489,3.679675,271.76,1,,,,,,
FULL_HYBRID,100000,8,367745.812,3.677458,271.93,1,,,,,,
FULL_HYBRID,100000,9,371086.284,3.710863,269.48,1,,,,,,
FULL_HYBRID,100000,10,378875.371,3.788754,263.94,1,,,,,,
FULL_HYBRID,100000,11,380273.471,3.802735,262.97,1,,,,,,
FULL_HYBRID,100000,12,379818.202,3.798182,263.28,1,,,,,,
FULL_HYBRID,100000,13,379378.966,3.793790,263.59,1,,,,,,
FULL_HYBRID,100000,14,375000.956,3.750010,266.67,1,,,,,,
FULL_HYBRID,100000,15,372661.656,3.726617,268.34,1,,,,,,
FULL_HYBRID,100000,16,374143.558,3.741436,267.28,1,,,,,,
FULL_HYBRID,100000,17,455945.379,4.559454,219.32,1,,,,,,
FULL_HYBRID,100000,18,374697.955,3.746980,266.88,1,,,,,,
FULL_HYBRID,100000,19,367524.577,3.675246,272.09,1,,,,,,
FULL_HYBRID,100000,20,367226.658,3.672267,272.31,1,,,,,,
FULL_HYBRID,100000,21,367771.544,3.677715,271.91,1,,,,,,
FULL_HYBRID,100000,22,366996.036,3.669960,272.48,1,,,,,,
FULL_HYBRID,100000,23,369156.524,3.691565,270.89,1,,,,,,
FULL_HYBRID,100000,24,369837.854,3.698379,270.39,1,,,,,,
FULL_HYBRID,100000,25,372408.657,3.724087,268.52,1,,,,,,
FULL_HYBRID,100000,26,371566.793,3.715668,269.13,1,,,,,,
FULL_HYBRID,100000,27,372590.335,3.725903,268.39,1,,,,,,
FULL_HYBRID,100000,28,374909.954,3.749100,266.73,1,,,,,,
FULL_HYBRID,100000,29,375525.929,3.755259,266.29,1,,,,,,
FULL_HYBRID,100000,30,375450.444,3.754504,266.35,1,,,,,,
FULL_HYBRID,100000,-1,372499.496,3.724995,268.46,1,377029.093,17883.792,366996.036,455945.379,5188.110,
STANDARD,10000,concurrent,33316.296,1.665815,600.31,2,,,,,,
STANDARD,10000,concurrent,44221.001,1.105525,904.55,4,,,,,,
SIGNATURE_ONLY,10000,concurrent,46583.024,2.329151,429.34,2,,,,,,
SIGNATURE_ONLY,10000,concurrent,82632.210,2.065805,484.07,4,,,,,,
CHAIN_ONLY,10000,concurrent,52121.191,2.606060,383.72,2,,,,,,
CHAIN_ONLY,10000,concurrent,58016.248,1.450406,689.46,4,,,,,,
FULL_HYBRID,10000,concurrent,41118.443,2.055922,486.40,2,,,,,,
FULL_HYBRID,10000,concurrent,58485.366,1.462134,683.93,4,,,,,,
CHAIN_ONLY,100000,1,376116.004,3.761160,265.88,1,,,,,50,
CHAIN_ONLY,100000,2,375806.332,3.758063,266.09,1,,,,,50,
CHAIN_ONLY,100000,3,380731.975,3.807320,262.65,1,,,,,50,
CHAIN_ONLY,100000,4,386772.307,3.867723,258.55,1,,,,,50,
CHAIN_ONLY,100000,5,381229.668,3.812297,262.31,1,,,,,50,
CHAIN_ONLY,100000,6,380491.180,3.804912,262.82,1,,,,,50,
CHAIN_ONLY,100000,7,379406.752,3.794068,263.57,1,,,,,50,
CHAIN_ONLY,100000,8,379811.708,3.798117,263.29,1,,,,,50,
CHAIN_ONLY,100000,9,380492.616,3.804926,262.82,1,,,,,50,
CHAIN_ONLY,100000,10,380063.872,3.800639,263.11,1,,,,,50,
CHAIN_ONLY,100000,11,379187.031,3.791870,263.72,1,,,,,50,
CHAIN_ONLY,100000,12,380645.674,3.806457,262.71,1,,,,,50,
CHAIN_ONLY,100000,13,384645.223,3.846452,259.98,1,,,,,50,
CHAIN_ONLY,100000,14,389402.963,3.894030,256.80,1,,,,,50,
CHAIN_ONLY,100000,15,389798.118,3.897981,256.54,1,,,,,50,
CHAIN_ONLY,100000,16,389482.225,3.894822,256.75,1,,,,,50,
CHAIN_ONLY,100000,17,391365.501,3.913655,255.52,1,,,,,50,
CHAIN_ONLY,100000,18,371933.601,3.719336,268.87,1,,,,,50,
CHAIN_ONLY,100000,19,372891.993,3.728920,268.17,1,,,,,50,
CHAIN_ONLY,100000,20,374064.327,3.740643,267.33,1,,,,,50,
CHAIN_ONLY,100000,21,373267.820,3.732678,267.90,1,,,,,50,
CHAIN_ONLY,100000,22,374441.681,3.744417,267.06,1,,,,,50,
CHAIN_ONLY,100000,23,375732.511,3.757325,266.15,1,,,,,50,
CHAIN_ONLY,100000,24,382103.099,3.821031,261.71,1,,,,,50,
CHAIN_ONLY,100000,25,377747.022,3.777470,264.73,1,,,,,50,
CHAIN_ONLY,100000,26,380282.436,3.802824,262.96,1,,,,,50,
CHAIN_ONLY,100000,27,377619.142,3.776191,264.82,1,,,,,50,
CHAIN_ONLY,100000,28,428538.264,4.285383,233.35,1,,,,,50,
CHAIN_ONLY,100000,29,366279.888,3.662799,273.02,1,,,,,50,
CHAIN_ONLY,100000,30,373155.440,3.731554,267.98,1,,,,,50,
CHAIN_ONLY,100000,-1,379937.790,3.799378,263.20,1,381116.879,10702.481,366279.888,428538.264,6133.775,50
CHAIN_ONLY,100000,1,368318.362,3.683184,271.50,1,,,,,100,
CHAIN_ONLY,100000,2,368782.367,3.687824,271.16,1,,,,,100,
CHAIN_ONLY,100000,3,372597.292,3.725973,268.39,1,,,,,100,
CHAIN_ONLY,100000,4,369991.437,3.699914,270.28,1,,,,,100,
CHAIN_ONLY,100000,5,369091.754,3.690918,270.94,1,,,,,100,
CHAIN_ONLY,100000,6,367634.344,3.676343,272.01,1,,,,,100,
CHAIN_ONLY,100000,7,371029.280,3.710293,269.52,1,,,,,100,
CHAIN_ONLY,100000,8,374345.771,3.743458,267.13,1,,,,,100,
CHAIN_ONLY,100000,9,373569.829,3.735698,267.69,1,,,,,100,
CHAIN_ONLY,100000,10,373850.495,3.738505,267.49,1,,,,,100,
CHAIN_ONLY,100000,11,373536.493,3.735365,267.71,1,,,,,100,
CHAIN_ONLY,100000,12,372254.621,3.722546,268.63,1,,,,,100,
CHAIN_ONLY,100000,13,372072.700,3.720727,268.76,1,,,,,100,
CHAIN_ONLY,100000,14,371069.023,3.710690,269.49,1,,,,,100,
CHAIN_ONLY,100000,15,372082.146,3.720821,268.76,1,,,,,100,
CHAIN_ONLY,100000,16,379470.684,3.794707,263.52,1,,,,,100,
CHAIN_ONLY,100000,17,369706.369,3.697064,270.48,1,,,,,100,
CHAIN_ONLY,100000,18,370602.014,3.706020,269.83,1,,,,,100,
CHAIN_ONLY,100000,19,370351.408,3.703514,270.01,1,,,,,100,
CHAIN_ONLY,100000,20,368300.864,3.683009,271.52,1,,,,,100,
CHAIN_ONLY,100000,21,370703.756,3.707038,269.76,1,,,,,100,
CHAIN_ONLY,100000,22,369404.661,3.694047,270.71,1,,,,,100,
CHAIN_ONLY,100000,23,368913.279,3.689133,271.07,1,,,,,100,
CHAIN_ONLY,100000,24,367888.565,3.678886,271.82,1,,,,,100,
CHAIN_ONLY,100000,25,370425.612,3.704256,269.96,1,,,,,100,
CHAIN_ONLY,100000,26,369356.163,3.693562,270.74,1,,,,,100,
CHAIN_ONLY,100000,27,370814.203,3.708142,269.68,1,,,,,100,
CHAIN_ONLY,100000,28,367287.040,3.672870,272.27,1,,,,,100,
CHAIN_ONLY,100000,29,369181.277,3.691813,270.87,1,,,,,100,
CHAIN_ONLY,100000,30,368654.647,3.686546,271.26,1,,,,,100,
CHAIN_ONLY,100000,-1,370388.510,3.703885,269.99,1,370709.548,2546.088,367287.040,379470.684,3121.887,100
CHAIN_ONLY,100000,1,366066.670,3.660667,273.17,1,,,,,500,
CHAIN_ONLY,100000,2,365227.729,3.652277,273.80,1,,,,,500,
CHAIN_ONLY,100000,3,365411.021,3.654110,273.66,1,,,,,500,
CHAIN_ONLY,100000,4,363482.326,3.634823,275.12,1,,,,,500,
CHAIN_ONLY,100000,5,364797.211,3.647972,274.12,1,,,,,500,
CHAIN_ONLY,100000,6,364034.169,3.640342,274.70,1,,,,,500,
CHAIN_ONLY,100000,7,364947.218,3.649472,274.01,1,,,,,500,
CHAIN_ONLY,100000,8,364116.566,3.641166,274.64,1,,,,,500,
CHAIN_ONLY,100000,9,364567.930,3.645679,274.30,1,,,,,500,
CHAIN_ONLY,100000,10,362947.820,3.629478,275.52,1,,,,,500,
CHAIN_ONLY,100000,11,366905.967,3.669060,272.55,1,,,,,500,
CHAIN_ONLY,100000,12,370191.099,3.701911,270.13,1,,,,,500,
CHAIN_ONLY,100000,13,367168.221,3.671682,272.35,1,,,,,500,
CHAIN_ONLY,100000,14,368288.947,3.682889,271.53,1,,,,,500,
CHAIN_ONLY,100000,15,365971.462,3.659715,273.25,1,,,,,500,
CHAIN_ONLY,100000,16,365475.737,3.654757,273.62,1,,,,,500,
CHAIN_ONLY,100000,17,365769.477,3.657695,273.40,1,,,,,500,
CHAIN_ONLY,100000,18,367254.236,3.672542,272.29,1,,,,,500,
CHAIN_ONLY,100000,19,364236.442,3.642364,274.55,1,,,,,500,
CHAIN_ONLY,100000,20,366100.197,3.661002,273.15,1,,,,,500,
CHAIN_ONLY,100000,21,362197.456,3.621975,276.09,1,,,,,500,
CHAIN_ONLY,100000,22,362637.591,3.626376,275.76,1,,,,,500,
CHAIN_ONLY,100000,23,364649.381,3.646494,274.24,1,,,,,500,
CHAIN_ONLY,100000,24,361412.755,3.614128,276.69,1,,,,,500,
CHAIN_ONLY,100000,25,368833.059,3.688331,271.13,1,,,,,500,
CHAIN_ONLY,100000,26,362474.525,3.624745,275.88,1,,,,,500,
CHAIN_ONLY,100000,27,365475.510,3.654755,273.62,1,,,,,500,
CHAIN_ONLY,100000,28,363536.763,3.635368,275.08,1,,,,,500,
CHAIN_ONLY,100000,29,363599.484,3.635995,275.03,1,,,,,500,
CHAIN_ONLY,100000,30,363917.035,3.639170,274.79,1,,,,,500,
CHAIN_ONLY,100000,-1,364872.214,3.648722,274.07,1,365056.467,2012.510,361412.755,370191.099,2363.997,500
FULL_HYBRID,100000,1,382488.906,3.824889,261.45,1,,,,,50,
FULL_HYBRID,100000,2,380320.015,3.803200,262.94,1,,,,,50,
FULL_HYBRID,100000,3,380035.992,3.800360,263.13,1,,,,,50,
FULL_HYBRID,100000,4,380758.876,3.807589,262.63,1,,,,,50,
FULL_HYBRID,100000,5,377949.957,3.779500,264.59,1,,,,,50,
FULL_HYBRID,100000,6,380031.669,3.800317,263.14,1,,,,,50,
FULL_HYBRID,100000,7,378231.092,3.782311,264.39,1,,,,,50,
FULL_HYBRID,100000,8,380809.881,3.808099,262.60,1,,,,,50,
FULL_HYBRID,100000,9,378064.728,3.780647,264.50,1,,,,,50,
FULL_HYBRID,100000,10,375230.340,3.752303,266.50,1,,,,,50,
FULL_HYBRID,100000,11,376339.176,3.763392,265.72,1,,,,,50,
FULL_HYBRID,100000,12,375891.957,3.758920,266.03,1,,,,,50,
FULL_HYBRID,100000,13,376317.748,3.763177,265.73,1,,,,,50,
FULL_HYBRID,100000,14,378006.500,3.780065,264.55,1,,,,,50,
FULL_HYBRID,100000,15,374790.643,3.747906,266.82,1,,,,,50,
FULL_HYBRID,100000,16,378417.829,3.784178,264.26,1,,,,,50,
FULL_HYBRID,100000,17,376465.738,3.764657,265.63,1,,,,,50,
FULL_HYBRID,100000,18,376750.885,3.767509,265.43,1,,,,,50,
FULL_HYBRID,100000,19,378843.614,3.788436,263.96,1,,,,,50,
FULL_HYBRID,100000,20,376709.817,3.767098,265.46,1,,,,,50,
FULL_HYBRID,100000,21,378096.922,3.780969,264.48,1,,,,,50,
FULL_HYBRID,100000,22,377122.062,3.771221,265.17,1,,,,,50,
FULL_HYBRID,100000,23,382754.595,3.827546,261.26,1,,,,,50,
FULL_HYBRID,100000,24,376690.771,3.766908,265.47,1,,,,,50,
FULL_HYBRID,100000,25,374873.154,3.748732,266.76,1,,,,,50,
FULL_HYBRID,100000,26,377991.162,3.779912,264.56,1,,,,,50,
FULL_HYBRID,100000,27,377369.222,3.773692,264.99,1,,,,,50,
FULL_HYBRID,100000,28,375386.869,3.753869,266.39,1,,,,,50,
FULL_HYBRID,100000,29,376440.961,3.764410,265.65,1,,,,,50,
FULL_HYBRID,100000,30,376107.705,3.761077,265.88,1,,,,,50,
FULL_HYBRID,100000,-1,377659.589,3.776596,264.79,1,377842.959,2127.135,374790.643,382754.595,2372.546,50
FULL_HYBRID,100000,1,372798.420,3.727984,268.24,1,,,,,100,
FULL_HYBRID,100000,2,374222.296,3.742223,267.22,1,,,,,100,
FULL_HYBRID,100000,3,375218.511,3.752185,266.51,1,,,,,100,
FULL_HYBRID,100000,4,377499.841,3.774998,264.90,1,,,,,100,
FULL_HYBRID,100000,5,377994.699,3.779947,264.55,1,,,,,100,
FULL_HYBRID,100000,6,375154.847,3.751548,266.56,1,,,,,100,
FULL_HYBRID,100000,7,375008.188,3.750082,266.66,1,,,,,100,
FULL_HYBRID,100000,8,375431.941,3.754319,266.36,1,,,,,100,
FULL_HYBRID,100000,9,377398.347,3.773983,264.97,1,,,,,100,
FULL_HYBRID,100000,10,375399.555,3.753996,266.38,1,,,,,100,
FULL_HYBRID,100000,11,375644.331,3.756443,266.21,1,,,,,100,
FULL_HYBRID,100000,12,376135.528,3.761355,265.86,1,,,,,100,
FULL_HYBRID,100000,13,372478.435,3.724784,268.47,1,,,,,100,
FULL_HYBRID,100000,14,375198.629,3.751986,266.53,1,,,,,100,
FULL_HYBRID,100000,15,378052.580,3.780526,264.51,1,,,,,100,
FULL_HYBRID,100000,16,376157.747,3.761577,265.85,1,,,,,100,
FULL_HYBRID,100000,17,374658.055,3.746581,266.91,1,,,,,100,
FULL_HYBRID,100000,18,374331.455,3.743315,267.14,1,,,,,100,
FULL_HYBRID,100000,19,371095.745,3.710957,269.47,1,,,,,100,
FULL_HYBRID,100000,20,372886.704,3.728867,268.18,1,,,,,100,
FULL_HYBRID,100000,21,373412.838,3.734128,267.80,1,,,,,100,
FULL_HYBRID,100000,22,374331.524,3.743315,267.14,1,,,,,100,
FULL_HYBRID,100000,23,372072.137,3.720721,268.77,1,,,,,100,
FULL_HYBRID,100000,24,369948.103,3.699481,270.31,1,,,,,100,
FULL_HYBRID,100000,25,373063.770,3.730638,268.05,1,,,,,100,
FULL_HYBRID,100000,26,371137.704,3.711377,269.44,1,,,,,100,
FULL_HYBRID,100000,27,372891.355,3.728914,268.17,1,,,,,100,
FULL_HYBRID,100000,28,373891.123,3.738911,267.46,1,,,,,100,
FULL_HYBRID,100000,29,371710.666,3.717107,269.03,1,,,,,100,
FULL_HYBRID,100000,30,372608.403,3.726084,268.38,1,,,,,100,
FULL_HYBRID,100000,-1,374331.490,3.743315,267.14,1,374261.116,2096.274,369948.103,378052.580,2603.353,100
FULL_HYBRID,100000,1,367182.910,3.671829,272.34,1,,,,,500,
FULL_HYBRID,100000,2,364914.217,3.649142,274.04,1,,,,,500,
FULL_HYBRID,100000,3,367928.845,3.679288,271.79,1,,,,,500,
FULL_HYBRID,100000,4,365755.666,3.657557,273.41,1,,,,,500,
FULL_HYBRID,100000,5,367061.446,3.670614,272.43,1,,,,,500,
FULL_HYBRID,100000,6,367002.184,3.670022,272.48,1,,,,,500,
FULL_HYBRID,100000,7,366314.477,3.663145,272.99,1,,,,,500,
FULL_HYBRID,100000,8,367389.058,3.673891,272.19,1,,,,,500,
FULL_HYBRID,100000,9,364806.249,3.648062,274.12,1,,,,,500,
FULL_HYBRID,100000,10,365910.645,3.659106,273.29,1,,,,,500,
FULL_HYBRID,100000,11,370152.311,3.701523,270.16,1,,,,,500,
FULL_HYBRID,100000,12,362985.496,3.629855,275.49,1,,,,,500,
FULL_HYBRID,100000,13,366727.048,3.667270,272.68,1,,,,,500,
FULL_HYBRID,100000,14,363137.583,3.631376,275.38,1,,,,,500,
FULL_HYBRID,100000,15,363999.516,3.639995,274.73,1,,,,,500,
FULL_HYBRID,100000,16,367921.657,3.679217,271.80,1,,,,,500,
FULL_HYBRID,100000,17,367432.009,3.674320,272.16,1,,,,,500,
FULL_HYBRID,100000,18,364484.991,3.644850,274.36,1,,,,,500,
FULL_HYBRID,100000,19,364173.677,3.641737,274.59,1,,,,,500,
FULL_HYBRID,100000,20,364543.760,3.645438,274.32,1,,,,,500,
FULL_HYBRID,100000,21,371724.570,3.717246,269.02,1,,,,,500,
FULL_HYBRID,100000,22,368567.195,3.685672,271.32,1,,,,,500,
FULL_HYBRID,100000,23,370432.694,3.704327,269.95,1,,,,,500,
FULL_HYBRID,100000,24,370261.969,3.702620,270.08,1,,,,,500,
FULL_HYBRID,100000,25,368911.301,3.689113,271.07,1,,,,,500,
FULL_HYBRID,100000,26,373659.139,3.736591,267.62,1,,,,,500,
FULL_HYBRID,100000,27,370970.594,3.709706,269.56,1,,,,,500,
FULL_HYBRID,100000,28,372667.419,3.726674,268.34,1,,,,,500,
FULL_HYBRID,100000,29,372122.369,3.721224,268.73,1,,,,,500,
FULL_HYBRID,100000,30,367641.353,3.676414,272.00,1,,,,,500,
FULL_HYBRID,100000,-1,367285.984,3.672860,272.27,1,367559.412,2907.758,362985.496,373659.139,4717.479,500
